temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,wet_bulb_temperature_2m,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,et0_fao_evapotranspiration,vapour_pressure_deficit,visibility,sunshine_duration,wind_speed_10m,wind_speed_80m,wind_speed_100m,wind_speed_120m,wind_speed_180m,wind_direction_10m,wind_direction_80m,wind_direction_100m,wind_direction_120m,wind_direction_180m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,shortwave_radiation_instant,direct_radiation_instant,diffuse_radiation_instant,direct_normal_irradiance_instant,terrestrial_radiation,terrestrial_radiation_instant,boundary_layer_height,total_column_integrated_water_vapour,cape,freezing_level_height,lifted_index,convective_inhibition,uv_index,uv_index_clear_sky,is_day,global_tilted_irradiance,latitude,longitude,city,time,elevation,ndvi,ndwi,ndbi,savi,bsi,red,green,blue,nir,swir,albedo,cloud_cover_sat
8.2,93,7.1,6.4,7.4,0.0,0.0,0.0,0.0,0,1017.2,1002.6,0,0,0,0,0.0,0.08,,0.0,6.9,,6.1,,,28,,45,,,7.9,11.2,17.0,20.1,24.3,0.146,0.174,0.241,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.7,,,,,,,0,0.0,26.7829,80.9233,Lucknow,2000-01-01 04:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
7.9,93,6.9,6.2,7.2,0.0,0.0,0.0,0.0,0,1016.9,1001.6,0,0,0,0,0.0,0.07,,0.0,6.6,,5.2,,,13,,25,,,8.3,10.8,16.7,20.0,24.3,0.146,0.174,0.241,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.3,,,,,,,0,0.0,26.828,80.9233,Lucknow,2000-01-01 05:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
7.9,93,6.8,6.1,7.1,0.0,0.0,0.0,0.0,0,1017.0,1001.9,0,0,0,0,0.0,0.07,,0.0,6.5,,5.4,,,6,,37,,,8.6,10.6,16.5,19.9,24.1,0.147,0.174,0.242,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,,,,,,,0,0.0,26.873,80.8728,Lucknow,2000-01-01 05:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.2,92,7.1,6.5,7.4,0.0,0.0,0.0,0.0,0,1016.9,1002.0,0,0,0,0,0.0,0.08,,0.0,6.6,,5.2,,,13,,25,,,8.3,10.7,16.6,19.9,24.2,0.147,0.175,0.244,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.3,,,,,,,0,0.0,26.7829,80.9737,Lucknow,2000-01-01 05:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
7.9,93,6.9,6.2,7.2,0.0,0.0,0.0,0.0,0,1017.0,1001.6,0,0,0,0,0.0,0.07,,0.0,6.5,,5.4,,,6,,37,,,8.6,10.8,16.7,20.0,24.3,0.146,0.174,0.241,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,,,,,,,0,0.0,26.828,80.8728,Lucknow,2000-01-01 05:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
7.9,93,6.9,6.2,7.2,0.0,0.0,0.0,0.0,0,1016.9,1002.8,0,0,0,0,0.0,0.07,,0.0,6.6,,5.2,,,13,,25,,,8.3,10.7,16.6,19.9,24.1,0.147,0.174,0.242,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.3,,,,,,,0,0.0,26.873,80.9233,Lucknow,2000-01-01 05:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.3,92,7.1,6.6,7.5,0.0,0.0,0.0,0.0,0,1016.9,1003.2,0,0,0,0,0.0,0.08,,0.0,6.6,,5.2,,,13,,25,,,8.3,10.8,16.7,20.0,24.2,0.147,0.175,0.244,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.3,,,,,,,0,0.0,26.828,80.9737,Lucknow,2000-01-01 05:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.0,93,6.9,6.2,7.2,0.0,0.0,0.0,0.0,0,1016.9,1002.3,0,0,0,0,0.0,0.07,,0.0,6.6,,5.2,,,13,,25,,,8.3,10.8,16.8,20.1,24.3,0.146,0.174,0.241,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.3,,,,,,,0,0.0,26.7829,80.9233,Lucknow,2000-01-01 05:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
7.9,93,6.9,6.2,7.2,0.0,0.0,0.0,0.0,0,1017.0,1002.1,0,0,0,0,0.0,0.07,,0.0,6.5,,5.4,,,6,,37,,,8.6,10.8,16.7,20.0,24.3,0.146,0.174,0.241,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,,,,,,,0,0.0,26.7829,80.8728,Lucknow,2000-01-01 05:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.3,92,7.1,6.6,7.4,0.0,0.0,0.0,0.0,0,1016.9,1002.9,0,0,0,0,0.0,0.09,,0.0,6.6,,5.2,,,13,,25,,,8.3,10.6,16.6,19.9,24.1,0.144,0.174,0.243,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.3,,,,,,,0,0.0,26.873,80.9737,Lucknow,2000-01-01 05:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.9,90,7.4,7.3,7.9,0.0,0.0,0.0,0.0,0,1017.5,1003.8,0,0,0,0,0.0,0.11,,0.0,6.5,,5.2,,,6,,16,,,7.9,10.5,16.4,20.0,24.2,0.147,0.175,0.244,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.2,,,,,,,0,0.0,26.828,80.9737,Lucknow,2000-01-01 06:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.9,90,7.3,7.2,7.8,0.0,0.0,0.0,0.0,0,1017.5,1002.6,0,0,0,0,0.0,0.11,,0.0,6.5,,5.2,,,6,,16,,,7.9,10.4,16.4,19.9,24.2,0.147,0.175,0.244,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.2,,,,,,,0,0.0,26.7829,80.9737,Lucknow,2000-01-01 06:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.5,91,7.0,6.8,7.5,0.0,0.0,0.0,0.0,0,1017.5,1003.4,0,0,0,0,0.0,0.1,,0.0,6.5,,5.2,,,6,,16,,,7.9,10.4,16.4,19.9,24.1,0.147,0.174,0.242,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.2,,,,,,,0,0.0,26.873,80.9233,Lucknow,2000-01-01 06:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
9.4,88,7.5,7.8,8.1,0.0,0.0,0.0,0.0,0,1017.5,1003.6,0,0,0,0,0.0,0.14,,0.0,6.5,,5.2,,,6,,16,,,7.9,10.3,16.3,19.9,24.1,0.144,0.174,0.243,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.2,,,,,,,0,0.0,26.873,80.9737,Lucknow,2000-01-01 06:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.2,92,6.9,6.4,7.3,0.0,0.0,0.0,0.0,0,1017.5,1002.2,0,0,0,0,0.0,0.09,,0.0,6.5,,5.2,,,6,,16,,,7.9,10.4,16.5,20.0,24.3,0.146,0.174,0.241,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.2,,,,,,,0,0.0,26.828,80.9233,Lucknow,2000-01-01 06:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.2,92,6.9,6.4,7.3,0.0,0.0,0.0,0.0,0,1017.5,1002.1,0,0,0,0,0.0,0.09,,0.0,6.8,,5.3,,,3,,28,,,8.6,10.4,16.5,20.0,24.3,0.146,0.174,0.241,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.9,,,,,,,0,0.0,26.828,80.8728,Lucknow,2000-01-01 06:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.2,92,6.9,6.4,7.3,0.0,0.0,0.0,0.0,0,1017.5,1002.6,0,0,0,0,0.0,0.09,,0.0,6.8,,5.3,,,3,,28,,,8.6,10.4,16.5,20.0,24.3,0.146,0.174,0.241,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.9,,,,,,,0,0.0,26.7829,80.8728,Lucknow,2000-01-01 06:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.2,92,7.0,6.5,7.3,0.0,0.0,0.0,0.0,0,1017.5,1002.9,0,0,0,0,0.0,0.09,,0.0,6.5,,5.2,,,6,,16,,,7.9,10.5,16.5,20.1,24.3,0.146,0.174,0.241,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.2,,,,,,,0,0.0,26.7829,80.9233,Lucknow,2000-01-01 06:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.4,91,7.0,6.6,7.4,0.0,0.0,0.0,0.0,0,1017.5,1002.4,0,0,0,0,0.0,0.1,,0.0,6.8,,5.3,,,3,,28,,,8.6,10.3,16.3,19.9,24.1,0.147,0.174,0.242,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.9,,,,,,,0,0.0,26.873,80.8728,Lucknow,2000-01-01 06:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
9.4,88,7.4,7.9,8.1,0.0,0.0,0.0,0.0,0,1018.5,1004.5,0,0,0,0,0.0,0.15,,1102.28,5.4,,4.5,,,4,,14,,,6.8,10.3,16.1,19.9,24.1,0.147,0.174,0.242,0.301,16.0,7.0,9.0,94.8,62.0,27.1,34.9,367.4,38.6,149.5,15.0,11.1,,,,,,,1,16.0,26.873,80.9233,Lucknow,2000-01-01 07:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
9.7,88,7.7,8.3,8.4,0.0,0.0,0.0,0.0,0,1018.5,1004.8,0,0,0,0,0.0,0.15,,1094.98,5.4,,4.5,,,4,,14,,,6.8,10.4,16.2,20.0,24.2,0.147,0.175,0.244,0.305,16.0,7.0,9.0,94.3,61.6,27.0,34.7,363.2,39.1,150.5,15.0,11.1,,,,,,,1,16.0,26.828,80.9737,Lucknow,2000-01-01 07:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
9.1,89,7.4,7.9,7.9,0.0,0.0,0.0,0.0,0,1018.5,1003.1,0,0,0,0,0.0,0.13,,1106.62,4.0,,4.8,,,5,,27,,,8.3,10.4,16.3,20.0,24.3,0.146,0.174,0.241,0.298,15.0,7.0,8.0,95.2,58.5,27.3,31.2,371.4,38.1,148.6,20.0,10.8,,,,,,,1,15.0,26.828,80.8728,Lucknow,2000-01-01 07:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
9.1,89,7.4,7.9,8.0,0.0,0.0,0.0,0.0,0,1018.5,1003.6,0,0,0,0,0.0,0.13,,1099.31,4.0,,4.8,,,5,,27,,,8.3,10.4,16.3,20.0,24.3,0.146,0.174,0.241,0.298,15.0,7.0,8.0,94.7,58.1,27.1,31.0,367.1,38.6,149.6,20.0,10.8,,,,,,,1,15.0,26.7829,80.8728,Lucknow,2000-01-01 07:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
9.1,89,7.4,7.6,7.9,0.0,0.0,0.0,0.0,0,1018.5,1003.2,0,0,0,0,0.0,0.13,,1094.98,5.4,,4.5,,,4,,14,,,6.8,10.4,16.3,20.0,24.3,0.146,0.174,0.241,0.298,16.0,7.0,9.0,94.3,61.6,27.0,34.7,363.2,39.1,150.5,15.0,11.1,,,,,,,1,16.0,26.828,80.9233,Lucknow,2000-01-01 07:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
9.2,89,7.4,7.7,8.0,0.0,0.0,0.0,0.0,0,1018.5,1004.0,0,0,0,0,0.0,0.13,,1094.98,5.4,,4.5,,,4,,14,,,6.8,10.4,16.3,20.1,24.3,0.146,0.174,0.241,0.298,16.0,7.0,9.0,94.3,61.6,27.0,34.7,363.2,39.1,150.5,15.0,11.1,,,,,,,1,16.0,26.7829,80.9233,Lucknow,2000-01-01 07:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
9.6,88,7.7,8.2,8.3,0.0,0.0,0.0,0.0,0,1018.5,1003.6,0,0,0,0,0.0,0.15,,1087.72,5.4,,4.5,,,4,,14,,,6.8,10.3,16.2,19.9,24.2,0.147,0.175,0.244,0.305,16.0,7.0,9.0,93.8,61.2,26.8,34.4,359.1,39.6,151.5,15.0,11.1,,,,,,,1,16.0,26.7829,80.9737,Lucknow,2000-01-01 07:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
9.3,88,7.4,8.1,8.0,0.0,0.0,0.0,0.0,0,1018.5,1003.5,0,0,0,0,0.0,0.15,,1102.28,4.0,,4.8,,,5,,27,,,8.3,10.2,16.1,19.9,24.1,0.147,0.174,0.242,0.301,15.0,7.0,8.0,94.8,58.1,27.1,31.0,367.4,38.6,149.5,20.0,10.8,,,,,,,1,15.0,26.873,80.8728,Lucknow,2000-01-01 07:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
9.7,87,7.7,8.3,8.3,0.0,0.0,0.0,0.0,0,1018.5,1004.6,0,0,0,0,0.0,0.15,,1090.64,5.4,,4.5,,,4,,14,,,6.8,10.2,16.1,19.9,24.0,0.144,0.174,0.243,0.304,16.0,7.0,9.0,94.0,61.2,26.8,34.4,359.4,39.6,151.3,15.0,11.1,,,,,,,1,16.0,26.873,80.9737,Lucknow,2000-01-01 07:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
11.6,89,9.8,11.1,10.3,0.0,0.0,0.0,0.0,0,1019.3,1004.9,0,0,0,0,0.06,0.15,,3600.0,2.5,,3.3,,,8,,13,,,9.0,12.6,16.2,20.1,24.3,0.146,0.174,0.241,0.298,164.0,111.0,53.0,545.6,238.8,161.6,77.2,794.3,287.8,419.0,40.0,11.2,,,,,,,1,164.0,26.7829,80.9233,Lucknow,2000-01-01 08:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
11.6,90,9.9,11.2,10.4,0.0,0.0,0.0,0.0,0,1019.3,1004.5,0,0,0,0,0.06,0.14,,3600.0,2.5,,3.3,,,8,,13,,,9.0,12.5,16.0,19.9,24.2,0.147,0.175,0.244,0.305,164.0,111.0,53.0,543.5,238.5,161.4,77.1,790.4,288.9,420.2,40.0,11.2,,,,,,,1,164.0,26.7829,80.9737,Lucknow,2000-01-01 08:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
11.6,90,10.0,11.3,10.5,0.0,0.0,0.0,0.0,0,1019.3,1005.7,0,0,0,0,0.06,0.14,,3600.0,2.5,,3.3,,,8,,13,,,9.0,12.5,16.1,20.0,24.2,0.147,0.175,0.244,0.305,164.0,111.0,53.0,545.6,238.8,161.6,77.2,794.3,287.8,419.0,40.0,11.2,,,,,,,1,164.0,26.828,80.9737,Lucknow,2000-01-01 08:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
11.5,89,9.7,11.0,10.3,0.0,0.0,0.0,0.0,0,1019.3,1004.5,0,0,0,0,0.06,0.15,,3600.0,3.3,,3.7,,,6,,29,,,10.8,12.6,16.1,20.0,24.3,0.146,0.174,0.241,0.298,160.0,109.0,51.0,537.0,233.2,158.9,74.3,782.7,287.1,418.5,40.0,10.9,,,,,,,1,160.0,26.7829,80.8728,Lucknow,2000-01-01 08:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
11.5,89,9.7,11.0,10.3,0.0,0.0,0.0,0.0,0,1019.3,1004.0,0,0,0,0,0.06,0.15,,3600.0,3.3,,3.7,,,6,,29,,,10.8,12.6,16.1,20.0,24.3,0.146,0.174,0.241,0.298,160.0,109.0,51.0,539.1,233.5,159.0,74.4,786.6,286.0,417.3,40.0,10.9,,,,,,,1,160.0,26.828,80.8728,Lucknow,2000-01-01 08:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
11.5,89,9.7,11.1,10.3,0.0,0.0,0.0,0.0,0,1019.3,1004.1,0,0,0,0,0.06,0.15,,3600.0,2.5,,3.3,,,8,,13,,,9.0,12.6,16.1,20.0,24.3,0.146,0.174,0.241,0.298,164.0,111.0,53.0,545.6,238.8,161.6,77.2,794.3,287.8,419.0,40.0,11.2,,,,,,,1,164.0,26.828,80.9233,Lucknow,2000-01-01 08:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
11.4,90,9.8,11.0,10.3,0.0,0.0,0.0,0.0,0,1019.3,1005.3,0,0,0,0,0.06,0.14,,3600.0,2.5,,3.3,,,8,,13,,,9.0,12.4,16.0,19.9,24.1,0.147,0.174,0.242,0.301,164.0,111.0,53.0,547.7,239.0,161.8,77.2,798.2,286.7,417.8,40.0,11.2,,,,,,,1,164.0,26.873,80.9233,Lucknow,2000-01-01 08:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
11.7,88,9.8,11.3,10.4,0.0,0.0,0.0,0.0,0,1019.3,1005.5,0,0,0,0,0.06,0.16,,3600.0,2.5,,3.3,,,8,,13,,,9.0,12.4,16.0,19.8,24.0,0.144,0.174,0.243,0.304,164.0,111.0,53.0,544.3,238.5,161.4,77.1,791.5,288.5,419.4,40.0,11.2,,,,,,,1,164.0,26.873,80.9737,Lucknow,2000-01-01 08:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
11.4,90,9.7,10.8,10.2,0.0,0.0,0.0,0.0,0,1019.3,1004.4,0,0,0,0,0.06,0.14,,3600.0,3.3,,3.7,,,6,,29,,,10.8,12.4,16.0,19.8,24.1,0.147,0.174,0.242,0.301,160.0,109.0,51.0,537.8,233.2,158.9,74.3,783.9,286.7,417.8,40.0,10.9,,,,,,,1,160.0,26.873,80.8728,Lucknow,2000-01-01 08:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
16.2,67,10.2,16.1,12.5,0.0,0.0,0.0,0.0,0,1020.2,1006.8,0,0,0,0,0.18,0.6,,3600.0,1.1,,1.5,,,360,,14,,,10.1,17.0,16.2,20.0,24.2,0.147,0.175,0.244,0.305,357.0,279.0,78.0,737.8,428.4,334.8,93.6,885.3,534.9,641.9,155.0,11.4,,,,,,,1,357.0,26.828,80.9737,Lucknow,2000-01-01 09:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
16.1,67,10.0,15.9,12.3,0.0,0.0,0.0,0.0,0,1020.2,1005.3,0,0,0,0,0.18,0.6,,3600.0,1.1,,1.5,,,360,,14,,,10.1,17.0,16.2,20.0,24.3,0.146,0.174,0.241,0.298,357.0,279.0,78.0,737.8,428.4,334.8,93.6,885.3,534.9,641.9,155.0,11.4,,,,,,,1,357.0,26.828,80.9233,Lucknow,2000-01-01 09:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
16.1,67,10.1,16.0,12.4,0.0,0.0,0.0,0.0,0,1020.2,1006.5,0,0,0,0,0.18,0.6,,3600.0,1.1,,1.5,,,360,,14,,,10.1,16.9,16.1,19.9,24.1,0.147,0.174,0.242,0.301,357.0,279.0,78.0,739.5,428.5,334.9,93.6,887.7,533.7,640.6,155.0,11.4,,,,,,,1,357.0,26.873,80.9233,Lucknow,2000-01-01 09:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
16.1,67,10.0,15.9,12.3,0.0,0.0,0.0,0.0,0,1020.2,1005.6,0,0,0,0,0.18,0.6,,3600.0,1.5,,2.1,,,14,,31,,,10.8,17.0,16.2,20.0,24.3,0.146,0.174,0.241,0.298,354.0,276.0,78.0,730.2,425.0,331.4,93.6,876.6,534.7,641.9,145.0,11.0,,,,,,,1,354.0,26.7829,80.8728,Lucknow,2000-01-01 09:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
16.1,67,10.1,16.0,12.4,0.0,0.0,0.0,0.0,0,1020.2,1006.0,0,0,0,0,0.18,0.6,,3600.0,1.1,,1.5,,,360,,14,,,10.1,17.1,16.3,20.0,24.3,0.146,0.174,0.241,0.298,357.0,279.0,78.0,737.8,428.4,334.8,93.6,885.3,534.9,641.9,155.0,11.4,,,,,,,1,357.0,26.7829,80.9233,Lucknow,2000-01-01 09:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
16.2,67,10.1,16.1,12.4,0.0,0.0,0.0,0.0,0,1020.2,1006.6,0,0,0,0,0.18,0.61,,3600.0,1.1,,1.5,,,360,,14,,,10.1,16.9,16.1,19.8,24.0,0.144,0.174,0.243,0.304,357.0,279.0,78.0,737.4,428.2,334.7,93.6,884.6,535.2,641.9,155.0,11.4,,,,,,,1,357.0,26.873,80.9737,Lucknow,2000-01-01 09:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
16.1,67,10.0,15.9,12.3,0.0,0.0,0.0,0.0,0,1020.2,1005.1,0,0,0,0,0.18,0.6,,3600.0,1.5,,2.1,,,14,,31,,,10.8,17.0,16.2,20.0,24.3,0.146,0.174,0.241,0.298,354.0,276.0,78.0,731.9,425.1,331.5,93.7,878.9,533.4,640.6,145.0,11.0,,,,,,,1,354.0,26.828,80.8728,Lucknow,2000-01-01 09:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
16.1,67,10.0,15.9,12.3,0.0,0.0,0.0,0.0,0,1020.2,1005.5,0,0,0,0,0.18,0.6,,3600.0,1.5,,2.1,,,14,,31,,,10.8,16.8,16.1,19.8,24.1,0.147,0.174,0.242,0.301,354.0,276.0,78.0,731.5,424.9,331.3,93.6,878.1,533.7,640.6,145.0,11.0,,,,,,,1,354.0,26.873,80.8728,Lucknow,2000-01-01 09:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
16.2,67,10.1,16.1,12.4,0.0,0.0,0.0,0.0,0,1020.2,1005.6,0,0,0,0,0.18,0.6,,3600.0,1.1,,1.5,,,360,,14,,,10.1,17.0,16.2,19.9,24.2,0.147,0.175,0.244,0.305,357.0,279.0,78.0,736.1,428.3,334.7,93.6,883.0,536.2,643.2,155.0,11.4,,,,,,,1,357.0,26.7829,80.9737,Lucknow,2000-01-01 09:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
